WikidataID,itemLabel,en_description,instanceof
Q1506926,Fourah Bay College,"university in Freetown, Sierra-Leone",public university
Q175772,Sunjata Keïta,Emperor of Mali,human
Q6747553,Manchester University Press,British university press,university press
Q8297477,Jiao Ruoyu,Chinese politician,human
Q929667,Lexington,"town in Middlesex County, Massachusetts, United States",New England town
Q6793497,Maurice Tempelsman,Belgian-American businessman and diamond merchant,human
Q16068,Deutsche Mark,official currency of West Germany and later Germany from 1948 to 2002,mark
Q380668,Shehu Shagari,President of Nigeria (1925-2018),human
Q230303,Caroline Kennedy,United States Ambassador to Australia,human
Q832223,Betsiboka,region of Madagascar,region of Madagascar
Q4814791,White Nile,river in Africa and tributary of the Nile River,river
Q705607,Driss Basri,Moroccan politician (1938-2007),human
Q371934,Eczacıbaşı,company,business
Q1428329,Khumbu,region in Nepal,valley
Q658270,KfW,German state-owned investment and development bank,public company
Q15043618,Kainji Dam,"dam in Kainji, Niger, Nigeria",dam
Q4741937,Ambuklao Dam,part of a hydroelectric facility in Brgy,dam
Q3903362,Piero Schlesinger,Italian jurist and banker (1930-2020),human
Q7299845,Raúl Sáez,Chilean engineer,human
Q12728359,Florea Dumitrescu,Romanian politician,human
Q1185947,University of Yangon,University in Myanmar,university
Q185574,Adebayo Adedeji,Nigerian politician,human
Q503983,Escott Reid,Canadian diplomat,human
Q334122,Merrill,American investment management and wealth management division of Bank of America,credit institution
Q233026,Arne Tiselius,"1902-1971, Swedish biochemist and Nobel Prize laureate in Chemistry",human
Q2709506,Singapore Zoo,zoological gardens in Singapore,zoo
Q331715,Tata Group,Indian multinational conglomerate,multinational corporation
Q1025,Mauritania,sovereign state in West Africa and North Africa,country
Q80524,Indian rupee,official currency of the Republic of India,currency
Q131626,Smithsonian Institution,group of museums and research centers administered by the United States government,nonprofit organization
Q1262628,Habib Achour,Tunisian syndicalist (1913-1999),human
Q5246712,Deane R. Hinton,American diplomat (1923-2017),human
Q206484,Abeokuta,city in Nigeria,city
Q7412646,Samwel John Sitta,Tanzanian politician,human
Q10390,John McCain,American politician and military officer (1936–2018),human
Q1783725,Pahang River,river in Malaysia,river
Q7377383,Rudolph A. Peterson,American businessman,human
Q374457,Sogang University,"research and liberal arts university in Seoul, South Korea",private university
Q5237864,David Mwiraria,Kenyan politician,human
Q673089,Puerto Cortés,"municipality in Cortés Department, Honduras",municipality of Honduras
Q2634317,China Petrochemical Corporation,"Chinese oil refining, gas and petrochemical conglomerate",state-owned enterprise
Q244730,Rajya Sabha,upper house of the Parliament of India,upper house
Q42290725,Milton Gilbert,American economist,human
Q83164,East India Company,16th- to 19th-century British trading company,colonial society
Q30098836,Sharada Prasad,Indian politician,human
Q747314,Bechuanaland Protectorate,"British protectorate in southern Africa, became Botswana in 1966",historical country
Q184172,French franc,former currency of France,franc
Q5344730,Edward P. Morgan,American journalist (1910-1993),human
Q137271,Kota Kinabalu,"state capital of Sabah, Malaysia",city
Q49126,Harvard Business School,"business school in Boston, Massachusetts, USA",business school
Q113188,Fritz Baade,German politician and economist (1893-1974),human
Q821744,Gheorghe Gaston Marin,Romanian politician,human
Q747053,University of Hartford,"university in Connecticut, United States",university
Q4044551,Moscow Narodny Bank Limited,,Sovzagranbank
Q7903,Casablanca,major city in Morocco,city
Q2831419,Albert Moukheiber,Lebanese politician,human
Q3103444,Georges Saadeh,Lebanese politician,human
Q4944479,Borden,defunct American producer of food and beverage products,holding company
Q3308916,Michel Aurillac,French politician,human
Q81230,Siemens,German multinational conglomerate company,public company
Q1044169,Carol E. Dinkins,American university teacher and lawyer,human
Q3542,Niger River,river in West Africa,river
Q33946,Czechoslovakia,"country in Central Europe, 1918–1992",historical country
Q747172,Woods Hole,"census-designated place in town of Falmouth, Barnstable County, Massachusetts, United States",census-designated place in the United States
Q1430885,Atlantic City International Airport,"international airport serving Atlantic City, New Jersey, United States",international airport
Q5584215,Gopalan Kasturi,Editor of The Hindu,human
Q43433,Chandigarh,"capital of Punjab and Haryana states, Union Territory of India",city
Q56677707,Allen & Unwin,Australian independent publishing company,book publisher
Q492318,University of Alabama,"public university located in Tuscaloosa, Alabama, United States",public university
Q279045,Hamburger Abendblatt,daily newspaper,daily newspaper
Q598664,Marc Lalonde,Canadian politician (1929-2023),human
Q15568,University of Hong Kong,public research university in Hong Kong,public research university
Q16197347,Cyrus A. Ansary,"American lawyer, businessman",human
Q544458,Giovanni Benelli,Catholic cardinal (1921-1982),human
Q4217594,T. N. Kaul,Indian diplomat,human
Q1972867,Sumitomo Metal Industries,business enterprise,public company
Q12732281,Lina Ciobanu,,human
Q3766,Damascus,capital and largest city of Syria,city
Q5150310,Colvin R. de Silva,Sri Lankan politician,human
Q1708210,Princeton University Press,independent publisher with close connections to Princeton University,university press
Q194325,Canoas,"municipality in Rio Grande do Sul, Brazil",big city
Q3436019,Yu Qiuli,Vice Prime Minister of China,human
Q1518007,Mahaweli River,river in Sri Lanka,river
Q1429003,Bardo National Museum,"national museum in Tunis, Tunisia",museum
Q1663639,Kenya Railways Corporation,state-owned Kenyan railway company,railway company
Q52413,University of Kansas,"public research university in Kansas, United States",publisher
Q156238,ExxonMobil,American multinational oil and gas corporation,multinational corporation
Q15052252,Louis F. Oberdorfer,United States federal judge (1919-2013),human
Q2739389,Heliopolis,Cairo suburb,suburb
Q192305,Indo-Gangetic Plain,plain,plain
Q5550667,Gerhard Gesell,United States federal judge,human
Q1278216,Sava Centar,"event facility in Belgrade, Serbia",convention center
Q192577,Simon Kuznets,economist,human
Q7348106,Robert O. Blake,American diplomat,human
Q1156,Mumbai,"capital city in Maharashtra, India",city
Q6418234,Kitisuru,"place in Nairobi, Kenya",human settlement
Q18438,Long Island,"island in New York, United States of America",island
Q7901522,Uruli Kanchan,"village in Maharashtra, India",village in India
Q949746,Cox's Bazar,beach town in Bangladesh,city
Q41595,Hindustan Times,Indian English-language newspaper,newspaper
Q182000,United Nations Conference on Trade and Development,organization,intergovernmental organization
Q146702,Willesden,area of London and former civil parish,civil parish
Q4742998,American Arbitration Association,American arbitration organization,nonprofit organization
Q312845,Daniel Inouye,United States Senator from Hawaii (1963–2012),human
Q215949,Albert O. Hirschman,German-American economist; member of the French Resistance,human
Q5942054,Mohammad-Safi Asfia,Iranian politician,human
Q80269,Zacatecas,state of Mexico,state of Mexico
Q3856,Nicosia,capital of Cyprus and Northern Cyprus (de facto),capital city
Q3595860,Vengalil Krishnan Krishna Menon,Indian politician (1896-1974),human
Q17708773,Lindsay Duthie,Australian public servant,human
Q1421888,Ubangi-Shari,former French colony in central Africa,colony
Q193016,Campina Grande,"city in Paraíba, Brazil",big city
Q154950,Shell,British multinational oil and gas company,concern
Q216875,Chenab River,major river of India and Pakistan,river
Q182016,United Nations Environment Programme,United Nations organisation,environmental organization
Q5452563,First Boston,former investment bank,investment bank
Q9648,Falkland Islands,archipelago in the South Atlantic Ocean and British Overseas Territory,British overseas territories
Q2928575,Burns Philp,Australian shell company and former shipping line,business
Q1476277,Phillips Petroleum Company,"defunct American oil company, predecessor of ConocoPhillips",business
Q4119349,Industrial Bank of Japan,business,business
Q17053970,Salonit Anhovo,cement factory in western Slovenia,factory
Q5153243,Commodore Perry,Wikimedia disambiguation page,Wikimedia disambiguation page
Q182796,Lake Nasser,reservoir in Southern Egypt,reservoir
Q270787,Kismayo,port city in the southern Lower Juba province of Somalia and capital of Jubaland,city
Q6370468,Kariba Gorge,,landform
Q313997,S. W. R. D. Bandaranaike,4th Prime Minister of the Dominion of Ceylon (now Sri Lanka) from 1956-59,human
Q18954143,Denis Rickett,civil servant,human
Q1747459,Hollis B. Chenery,American economist,human
Q3658738,Carl Axel Petri,"Swedish jurist, civil servant and politician",human
Q7451221,Senteza Kajubi,Ugandan academic (1926-2012),human
Q3634914,Bansi Lal,Indian politician,human
Q16201360,Jessica Einhorn,American businessman,human
Q6315035,Jurek Martin,British journalist,human
Q2191455,Mihajlo D. Mesarovic,Serbian academic,human
Q979074,Walter Heller,American economist,human
Q7372124,Rowland Evans,American journalist,human
Q5200451,Cyprus Development Bank,financial institution in Cyprus,business
Q3595472,K. C. Pant,Indian politician (1931-2012),human
Q10859501,Stung Treng,capital of the same named Cambodian province,city
Q85730,John Friedmann,American city planner (1926-2017),human
Q142082,Mont-Tremblant,"town in Quebec, Canada",city or town
Q3244416,East Bengal Legislative Assembly,Bengali legislature when a province of Pakistan as East Bengal (1947-1955) and as East Pakistan (1955-1971),legislative assembly
Q166032,The Washington Post,"daily broadsheet newspaper in Washington, D.C.",daily newspaper
Q276961,"Moulay Hassan, Crown Prince of Morocco",Moroccan prince,human
Q43196,Cincinnati,"city in Ohio, United States; county seat of Hamilton County",county seat
Q1432225,Hasbani River,river in the Levant,river
Q689964,Prince El Hassan bin Talal of Jordan,Jordanian prince,human
Q1071867,Chicago Board Of Trade,"world's oldest options and futures exchange, located in Chicago, Illinois, United States",futures exchange
Q127868,M. G. Ramachandran,"film actor, Chief minister of Tamil nadu (1917-1987)",human
Q183181,Jan Tinbergen,Dutch economist (1903–1994),human
Q183340,Cornelius Vander Starr,American businessman (1892-1968),human
Q457455,Charles Mathias,American politician (1922-2010),human
Q1824234,International Investment Bank,multilateral development institution,international financial institution
Q1334063,Nigerian Railway Corporation,Railway Corporation,railway company
Q2868,Lima,capital and largest city of Peru,city
Q27628286,Christian Brinch,Norwegian civil servant,human
Q1418174,Son River,river in India,river
Q623036,United Nations Population Fund,United Nations organization,organization established by the United Nations
Q504025,Bill Bradley,American basketball player and politician (born 1943),human
Q1636096,Kelantan River,river in Malaysia,river
Q609586,Shahid Beheshti University,"university in Tehran, Iran",university
