,WikidataID,itemLabel,en_description,instanceof
11719,Q381681,Jack Lynch,Taoiseach of Ireland; from 1966 to 1973 and 1977 to 1979,human
11720,Q1282062,James Isaac Van Alen,American politician,human
11721,Q16866447,Ishwor Pokharel,Nepalese politician,human
11722,Q350273,Nutridin Mukhitdinov,Soviet politician (1917-2008),human
11723,Q1708177,Joseph W. McClurg,"Union Army officer, politician (1818-1900)",human
11724,Q118414,Seaton Grantland,American politician (1782-1864),human
11725,Q6174978,Óscar de la Puente Raygada,Peruvian politician and lawyer,human
11726,Q433668,Blair Lee I,American politician (1857-1944),human
11727,Q521696,Claude Cheysson,French politician (1920-2012),human
11728,Q381690,John A. Costello,"3rd Taoiseach from 1948 to 1951, and 1954 to 1957",human
11729,Q215400,Richard W. Guenther,American politician-Congressman (1845-1913),human
11730,Q888837,Mohamed Taki Abdoulkarim,President of Comoros (1936-1998),human
11731,Q1280431,Walter F. Lineberger,American politician (1883-1943),human
11732,Q1317790,James E. Murray,Canadian born American politician (1876-1961),human
11733,Q1794711,William E. Humphrey,"Member of the United States House of Representatives, 1903 to 1917",human
11734,Q6075024,Irwin D. Davidson,politician,human
11735,Q716246,Peter MacKay,Canadian politician,human
11736,Q887447,Tomás Regalado,President of El Salvador (1861-1906),human
11737,Q508017,Andrew Tracy,American politician (1797-1868),human
11738,Q1994957,Alan Cranston,American politician,human
11739,Q252657,Georgios Rallis,Prime Minister of Greece (1918-2006),human
11740,Q1373204,Francis Eugene Worley,American politician (1908-1974),human
11741,Q5667995,Alfredo Roque Vítolo,Argentinian politician,human
11742,Q358916,Matthias Ward,American politician (1805-1861),human
11743,Q6180905,Jeremiah McLene,American politician,human
11744,Q129348,James Monroe,American congressman (1821-1898),human
11745,Q1282352,Raif Dizdarević,Yugoslav politician,human
11746,Q173797,William Whitney Rice,"American politician, Massachusetts (1826-1896)",human
11747,Q241035,Torsten Nilsson,Swedish politician (1905–1997),human
11748,Q1516680,Scott McInnis,American politician,human
11749,Q1703107,Jonathan Brewster Bingham,American politician and diplomat (1914-1986),human
11750,Q889091,Franck Sylvain,"Haitian politician, President of Haiti (1909-1987)",human
11751,Q314355,Diori Hamani,Nigerien President (1916-1989),human
11752,Q6181004,Jeremiah W. Dwight,American politician,human
11753,Q715476,Francisco Ou,Taiwanese politician,human
11754,Q12291935,Radi Naidenov,Bulgarian politician and diplomat,human
11755,Q1193410,John J. Adams,"American politician, New York (1848-1919)",human
11756,Q5665116,Harris W. Fawell,American politician,human
11757,Q1309679,Samuel Swan,Member of the United States House of Representatives from New Jersey (1771-1844),human
11758,Q6170684,Jean François Ondo,Gabon politician,human
11759,Q889083,Rafael Iglesias Castro,Costa Rican politician (1861-1924),human
11760,Q1497869,Sherman P. Lloyd,United States Congressman from Utah (1914-1979),human
11761,Q1441655,Francis Minah,Sierra Leonean politician (1929-1989),human
11762,Q425949,Romualdo Pacheco,Governor of California (1831-1899),human
11763,Q973588,Richard C. Parsons,American politician (1826-1899),human
11764,Q5645239,"Hamilton Ward, Sr.",American politician,human
11765,Q47602,Massimo D'Alema,Italian politician (born 1949),human
11766,Q2164620,Roman Hruska,American politician (1904–1999),human
11767,Q1676333,J. Hart Brewer,American politician (1844-1900),human
11768,Q1282477,Ed Royce,American politician,human
11769,Q1676335,J. Herbert Burke,Recipient of the Purple Heart medal (1913-1993),human
11770,Q448177,Alvah Augustus Clark,American politician (1840-1912),human
11771,Q543060,Thomas Dunn English,American state and federal politician (1819-1902),human
11772,Q461679,Yvette Clarke,American politician (born 1964),human
11773,Q76179,Megawati Soekarnoputri,5th President of Indonesia (2001—2004) and 8th Vice President of Indonesia (1999—2001),human
11774,Q1441749,Francis T. Maloney,American politician (1894-1945),human
11775,Q977717,Dan Burton,American politician,human
11776,Q5024199,Calvary Morris,American politician,human
11777,Q1688181,Jesse Overstreet,American politician (1859-1910),human
11778,Q6272887,Jonathan D. Morris,American politician,human
11779,Q1441771,Francis W. Cushman,American politician (1867-1909),human
11780,Q3526434,Théodore Holo,Beninese politician,human
11781,Q1700105,John Francis Hamtramck Claiborne,American politician (1809-1884),human
11782,Q2649450,Henk Heidweiller,politician (1929-1989),human
11783,Q274769,Mustafa Abdul Jalil,Libyan politician,human
11784,Q1738904,Kenneth S. Wherry,American politician (1892–1951),human
11785,Q1865875,Littleton Kirkpatrick,American politician (1797-1859),human
11786,Q2418702,Theodore Stark Wilkinson,member of the U. S. House of Representatives representing the state of Louisiana (1847-1921),human
11787,Q174231,Emperor Meiji,Emperor of Japan from 1867 until 1912,human
11788,Q817557,Benjamin Jones,American politician (1787-1861),human
11789,Q705697,John Heinz,American businessman and politician (1938–1991),human
11790,Q29446408,David Trone,American businessman and politician,human
11791,Q817708,Benjamin Tallmadge,American politician (1754-1835),human
11792,Q57685,Vlad Filat,Moldovan politician,human
11793,Q370659,Anson Morrill,American politician (1803-1887),human
11794,Q346648,André Tardieu,Prime Minister of France (1876-1945),human
11795,Q20445455,Park Jeong-su,,human
11796,Q315944,Philibert Tsiranana,First President of Madagascar (1959 - 1972),human
11797,Q2959355,Charles Hervé Wénézoui,Central African ambassador (1949-2007),human
11798,Q370611,Harris M. Plaisted,"Union Army general, lawyer, politician (1828-1898)",human
11799,Q1339061,Emory Hilliard Price,American politician (1899-1976),human
11800,Q1528172,Julia Butler Hansen,American politician (1907-1988),human
11801,Q1148917,Cyrus C. Carpenter,American politician (1829-1898),human
11802,Q1439468,Foster Waterman Stearns,American politician (1881-1956),human
11803,Q503529,Rick Larsen,U.S. Representative from Washington,human
11804,Q319015,Yigal Allon,"Israeli politician, general, acting prime minister of Israel (1918-1980)",human
11805,Q143370,Steven V. Carter,American politician (1915-1959),human
11806,Q1707603,"Joseph ""Pleasant Gardens"" McDowell",American politician (1758-1799),human
11807,Q1709013,José Ayala Lasso,Ecuadorian diplomat,human
11808,Q1162145,Daniel Polsley,American politician (1803-1877),human
11809,Q668980,Rafiq Nishonov,Soviet politician (1926–2023),human
11810,Q1900477,Mark Trafton,American congressman for Massachusetts (1810-1901),human
11811,Q2067763,Steven Vanackere,Flemish politician and Belgian federal minister,human
11812,Q1680349,James F. Epes,American politician (1842-1910),human
11813,Q275876,Franklin Delano Roosevelt Jr.,American politician (1914-1988),human
11814,Q13219321,Frank T. Bow,American politician (1901-1972),human
11815,Q1507579,George Hires,American politician (1835-1911),human
11816,Q383015,Roque Sáenz Peña,"Argentine politician, President of Argentina (1851-1914)",human
11817,Q8016369,William Orlando Smith,American politician,human
11818,Q1399304,Michael O'Kennedy,Irish politician,human
11819,Q283156,George Booker,American politician (1821-1883),human
11820,Q143499,Ramón José Velásquez,"Venezuelan politician, lawyer and historian",human
11821,Q1285090,K. Natwar Singh,Indian politician,human
11822,Q504966,Andrew Gregg Curtin,American politician,human
11823,Q13219351,Jacob Pitzer Cowan,American politician (1823-1895),human
11824,Q1700610,John Jameson,"American farmer, lawyer, and politician from Missouri (1802-1857)",human
11825,Q1680836,James Minor Quarles,Confederate Army officer and american politician (1823-1901),human
11826,Q1918896,Mel Levine,American politician,human
11827,Q1700121,John Franklin Miller,American politician (1862-1936),human
11828,Q319084,Al Franken,American comedian and former U.S. Senator (born 1951),human
11829,Q4058348,Sarvar Azimov,,human
11830,Q2067943,Peleg Sprague,United States federal judge (1793-1880),human
11831,Q13562489,Sylvia Garcia,American politician,human
11832,Q2978886,Clement Vallandigham,American lawyer and politician,human
11833,Q747533,Jacob Michael Kunkel,American politician (1822-1870),human
11834,Q1385163,Joseph Franklin Wilson,American politician (1901-1968),human
11835,Q3735014,Thomas Sylvy Gordon,American politician,human
11836,Q6284260,Joseph J. O'Brien,American politician (1897-1953),human
11837,Q1291967,Edward Cross,American politician (1798-1887),human
11838,Q173347,Éamon de Valera,Irish statesman (1882–1975),human
11839,Q7361150,Rollin B. Sanford,American politician (1874-1957),human
11840,Q2156978,Robert E. Lee Allen,U.S. Representative,human
11841,Q983831,Jürgen Ligi,Estonian politician,human
11842,Q374960,John J. Gilligan,"American politician, governor of Ohio (1921–2013)",human
11843,Q1999656,Norman R. Hamilton,American politician,human
11844,Q1025419,Caesar Augustus Rodney,American politician (1772-1824),human
11845,Q746803,George Bragg Fielder,American congressman for New Jersey (1842-1906),human
11846,Q463431,Emily de Jongh-Elhage,Dutch Antillean politician,human
11847,Q2268118,Kunwar Inderjit Singh,politician,human
11848,Q4885616,Ben F. Caldwell,U.S. Representative from Illinois,human
11849,Q1053159,Celso Amorim,Brazilian politician,human
11850,Q4068793,Dennis Heck,Lieutenant Governor of Washington,human
11851,Q58333614,Kevin Hern,U.S. Representative from Oklahoma,human
11852,Q4455438,Edgar Teran Teran,,human
11853,Q6144554,James Vincent Ganly,American politician,human
11854,Q1666802,William Robert Poage,Texas politician (1899-1987),human
11855,Q1661951,Martin A. Foran,American politician (1844-1921),human
11856,Q708034,Thomas F. Bayard,"American lawyer, politician and diplomat (1828-1898)",human
11857,Q311207,Georgios Papandreou,Greek politician - former prime minister of Greece (1888–1968),human
11858,Q443640,Tom Daschle,American politician in South Dakota (born 1947),human
11859,Q25390490,Q25390490,,human
11860,Q50608,Trent Lott,United States Senator from Mississippi,human
11861,Q1445300,"Franklin Wills Hancock, Jr.",American politician (1894-1969),human
11862,Q2423921,Thomas Flournoy,American politician (1811-1883),human
11863,Q1708013,Joseph Showalter Smith,American politician (1824-1884),human
11864,Q1673429,Isaac P. Christiancy,American politician (1812-1890),human
11865,Q6241083,John J. Hardin,American politician (1810-1847),human
11866,Q6291727,José Bordas Valdés,politician from the Dominican Republic,human
11867,Q539393,Angier Louis Goodwin,American politician (1881-1975),human
11868,Q13219561,Thomas Marshal Bibighaus,American politician (1817-1853),human
11869,Q13219651,Isaac Ellmaker Hiester,American politician (1824-1871),human
11870,Q266695,Wade Hampton I,United States general (1754-1835),human
11871,Q1900085,Mark H. Dunnell,"Union Army officer, politician (1823-1904)",human
11872,Q5978145,James Edgar Martine,American politician (1850–1925),human
11873,Q886672,Robert Milligan McLane,American politician (1815-1898),human
11874,Q7456626,Seth W. Brown,American lawyer and politician,human
11875,Q7581782,Spiridon Tetenes,Greek diplomat,human
11876,Q1681188,James Thorington,American politician (1816-1887),human
11877,Q29428934,Luvsandorjiyn Toiv,politician,human
11878,Q443879,John Alsop King,American politician (1788-1867),human
11879,Q1027656,Calvin Goddard,American congressman for Connecticut (1768-1842),human
11880,Q6146413,Tiburcio Padilla,Argentinian politician,human
11881,Q29864882,Q29864882,,human
11882,Q1699504,John C. Sanborn,American politician from Idaho (1885-1968),human
11883,Q29865396,Q29865396,,human
11884,Q814440,Behar Shtylla,Albanian diplomat (1918-1994),human
11885,Q1552215,William M. Robbins,American politician (1828-1905),human
11886,Q708293,Stylianos Gonatas,Greek politician (1876-1966),human
11887,Q310843,Thomas A. Hendricks,American politician (1819–1885),human
11888,Q708377,Konstantinos Demertzis,Greek politician (1876-1936),human
11889,Q17386504,Gary Palmer,American politician,human
11890,Q343323,Attilio Piccioni,Italian politician (1892-1976),human
11891,Q708364,Panagiotis Kanellopoulos,Greek politician (1902-1986),human
11892,Q926069,Rob Portman,Former United States Senator from Ohio,human
11893,Q8053607,Yilma Dheressa,Ethiopian politician and writer,human
11894,Q1313504,William Sprague,"American politician, Michigan (1809-1868)",human
11895,Q1314745,William Ephraim Smith,Confederate Army officer (1829-1890),human
11896,Q2268797,Selwyn Zadock Bowman,American politician,human
11897,Q1662375,James P. Buchanan,American politician (1867-1937),human
11898,Q375347,Thomas McKean Thompson McKennan,American politician (1794-1852),human
11899,Q310994,Patrick Hillery,6th president of Ireland (1923–2008),human
11900,Q58154,Daniel Kablan Duncan,Ivorian politician,human
11901,Q1619372,Albert Wynn,American politician,human
11902,Q1507479,George H. Noonan,American politician (1828-1907),human
11903,Q371121,John E. Kenna,American politician (1848-1893),human
11904,Q1534082,Ambrose Jerome Kennedy,American politician (1893-1950),human
11905,Q431653,Benjamin Flanders,American politician (1816-1896),human
11906,Q976417,Joyce Beatty,U.S. Representative from Ohio,human
11907,Q22096097,Guy Reschenthaler,American politician and attorney,human
11908,Q435021,Noemí Sanín,Colombian diplomat,human
11909,Q5241070,David Wilber,American politician (1820-1890),human
11910,Q1701105,John Mills Houston,American politician (1890-1975),human
11911,Q888853,Tadjidine Ben Said Massounde,President of Comoros (1933-2004),human
11912,Q1108131,Solomon Van Rensselaer,American politician and soldier (1774-1852),human
11913,Q7407337,Sam Condor,Saint Kitts and Nevis politician,human
11914,Q13219559,Thomas McKee Bayne,Union United States Army officer and politician,human
